"Activity_name" "Subjects" "1_tBodyAcc-mean()-X" "6_tBodyAcc-std()-Z" "41_tGravityAcc-mean()-X" "46_tGravityAcc-std()-Z" "81_tBodyAccJerk-mean()-X" "86_tBodyAccJerk-std()-Z" "121_tBodyGyro-mean()-X" "126_tBodyGyro-std()-Z" "161_tBodyGyroJerk-mean()-X" "166_tBodyGyroJerk-std()-Z" "201_tBodyAccMag-mean()" "202_tBodyAccMag-std()" "253_tBodyGyroJerkMag-mean()" "254_tBodyGyroJerkMag-std()" "270_fBodyAcc-std()-Y" "345_fBodyAccJerk-mean()-X" "350_fBodyAccJerk-std()-Z" "373_fBodyAccJerk-meanFreq()-X" "425_fBodyGyro-mean()-Y" "453_fBodyGyro-meanFreq()-Y" "513_fBodyAccMag-meanFreq()" "529_fBodyBodyGyroMag-mean()" "530_fBodyBodyGyroMag-std()"
"LAYING" 18 0.274691576923077 -0.987658662307692 -0.220600509076923 -0.990957249538462 0.0749985010769231 -0.990660246153846 -0.02517618068 -0.985108386307692 -0.0997154236307692 -0.992548101846154 -0.986456241538462 -0.986464542615385 -0.993095122615385 -0.992153054 -0.986746450769231 -0.986404709384615 -0.990744752923077 0.159761097664615 -0.985611171384615 -0.0556054116769231 0.339472649138462 -0.984329092153846 -0.981468841692308
"LAYING" 19 0.272653733493976 -0.984672837228916 -0.680043155060241 -0.988819031566265 0.0772317998650602 -0.988260181084337 -0.0312072730559566 -0.973197523855422 -0.0956018266746988 -0.986958363975904 -0.96626080686747 -0.963193489036145 -0.985342497710843 -0.980245510843374 -0.974832075662651 -0.983478561807229 -0.988558703373494 0.135277438 -0.972061003493976 -0.156450013338554 0.168481196584337 -0.965624724457831 -0.957496024457831
"LAYING" 20 0.239507882205882 -0.972571998382353 -0.472431415573529 -0.9765185525 0.0892716006470588 -0.984989224117647 -0.0231760616308824 -0.972409893529412 -0.0995033069117647 -0.986670534411765 -0.960743126176471 -0.939489444558824 -0.986749500882353 -0.981079301617647 -0.964960988382353 -0.983889985147059 -0.985707806323529 0.116642082939706 -0.973120029558823 -0.0784003340588235 0.187758018548529 -0.969832241176471 -0.964205915441177
"LAYING" 21 0.271325472455556 -0.945653787777778 -0.174349174822222 -0.952416332444444 0.0820150201077778 -0.983977644222222 -0.0305126188777778 -0.981345430888889 -0.0964118375066667 -0.988749495666667 -0.952596583222222 -0.942186431444444 -0.985915906888889 -0.982246471555556 -0.957258971111111 -0.984188841222222 -0.984925270666667 0.0883780669131111 -0.964968005222222 -0.407760367 -0.101802808811111 -0.962349012888889 -0.949736575111111
"LAYING" 22 0.279959721194444 -0.942945807916667 -0.418494577083333 -0.952435389166667 0.0752202242222222 -0.974527011944444 -0.0208311371125 -0.933251870694444 -0.100203934722222 -0.978636301805555 -0.934993799305556 -0.909407761152778 -0.981716936388889 -0.974201690972222 -0.912562856666667 -0.969570326944444 -0.976833164027778 0.0734034055506944 -0.964698258611111 -0.143181333825 0.0988290426666667 -0.946055840972222 -0.923552358194444
"LAYING" 23 0.274038007986111 -0.973223495416667 -0.391564962777778 -0.976780462083333 0.0831787608333333 -0.984663476666667 -0.0113399724663889 -0.983920132638889 -0.102024922819444 -0.994908984861111 -0.962959196805556 -0.957871990555555 -0.984557478611111 -0.981314831666667 -0.974304149166667 -0.986204659166667 -0.985502011944444 0.206066869445833 -0.96846913625 -0.1472313939875 0.0359321171277778 -0.966239347916667 -0.959025538194444
"LAYING" 24 0.272850494930556 -0.973566958888889 -0.359292534027778 -0.979239668194444 0.08072123275 -0.983087366805556 -0.0143679929444444 -0.98170136125 -0.102813809652778 -0.992381595972222 -0.9718540425 -0.969354834166667 -0.982780873888889 -0.978659102222222 -0.984571808472222 -0.985998546805556 -0.983185637916667 0.152359886551389 -0.966111980277778 -0.1812152290875 0.0811245566805556 -0.964001383472222 -0.961369084583333
"LAYING" 25 0.250791828613699 -0.717262004013699 -0.461102531369863 -0.610161166287671 0.0879071687671233 -0.96783552630137 0.00372723459589041 -0.91092799 -0.101646999342466 -0.974242254520548 -0.56047777609589 -0.649254767945205 -0.969783262465753 -0.96830952260274 -0.67238425569863 -0.972859085753425 -0.971885370136986 -0.0416113196575342 -0.946259639315069 -0.262888528465753 -0.241575056393973 -0.910126993561644 -0.850661340684931
"LAYING" 26 0.271645864540789 -0.984500013157895 -0.621309715263158 -0.984081708947368 0.0866502529210526 -0.989064628947368 -0.0170656239526316 -0.969302237763158 -0.100368640868421 -0.993759841842105 -0.976785042368421 -0.964355190394737 -0.99219798 -0.989917354473684 -0.983317083947368 -0.989224043947368 -0.989370490789474 0.137090425315789 -0.983127999342105 -0.0665477247486842 0.277268278907895 -0.974305179605263 -0.96613921868421
"LAYING" 27 0.274102492432432 -0.986636996081081 -0.530434604864865 -0.989056311351351 0.0766268551324324 -0.989685146621622 -0.0195427328781081 -0.97837499972973 -0.101147695256757 -0.993296720540541 -0.982091652162162 -0.978920176216216 -0.994355043783784 -0.993484313243243 -0.984269087972973 -0.986679572567568 -0.989901169864865 0.0961256024564865 -0.986795837297297 -0.0195690475405405 0.368679681202703 -0.979890667972973 -0.971806236756757
"LAYING" 28 0.2759134825 -0.956450342875 -0.490334541875 -0.97912466575 0.0780770644 -0.973071655875 -0.017367705735 -0.96237491175 -0.1045116270375 -0.981418916 -0.95811223025 -0.9545740295 -0.978220270625 -0.96977327725 -0.94200397775 -0.980013419 -0.974530843125 0.104292020185 -0.9658244555 -0.34947254522625 0.038386092475 -0.944218369375 -0.931675004125
"LAYING" 29 0.287295196811594 -0.987255149855072 -0.346789842753623 -0.98577817826087 0.0718861195971014 -0.993288313333333 -0.0258281004782609 -0.97499461942029 -0.0995339880724638 -0.995380794637681 -0.986493196666667 -0.981572147681159 -0.997322526811594 -0.997666071594203 -0.990680395362319 -0.992153982028986 -0.993107759855072 0.138616312664928 -0.993696336521739 0.0401385255637681 0.435846931652174 -0.98400134173913 -0.976679046231884
"LAYING" 30 0.281033900571429 -0.967044236428571 -0.344737755285714 -0.983274524857143 0.0752196666428571 -0.979517896142857 -0.0267812218571429 -0.968889156142857 -0.102277358585714 -0.980768874571429 -0.969829984285714 -0.960167907285714 -0.985086413428571 -0.976177142571429 -0.9535584 -0.976887901571429 -0.982281553142857 0.0410381510042857 -0.968170332428571 -0.239924763457143 0.17601722025 -0.962001199 -0.952644449285714
"SITTING" 1 0.261237565425532 -0.93958629106383 0.831509933404255 -0.949040933191489 0.0774825199574468 -0.987910804468085 -0.045350056512766 -0.941425920851064 -0.0936793807234043 -0.987935806382979 -0.948536786170213 -0.927078418723404 -0.991976341276596 -0.988308728510638 -0.917275006382979 -0.986597022553191 -0.988339184893617 0.256610823568085 -0.975838585319149 0.0631270669787234 0.236655011680851 -0.958435589361702 -0.932198374893617
"SITTING" 2 0.27708735173913 -0.95982817173913 0.940477273043478 -0.954415873043478 0.0722564387173913 -0.98751821173913 -0.0454706620434783 -0.959803708695652 -0.0936328412826087 -0.985542325652174 -0.967893623913043 -0.953081444130435 -0.991081493913043 -0.989594919565217 -0.950073754130435 -0.987848793695652 -0.988570804130435 0.305546818084783 -0.982100923695652 -0.192142737913043 0.130934202854348 -0.971840596086956 -0.961385745217391
"SITTING" 3 0.257197599134615 -0.875110175384615 0.901098984615385 -0.897736318269231 0.0726098418653846 -0.974661565961538 -0.0385365204807692 -0.926413710384615 -0.103605889057692 -0.973751670576923 -0.895383350192308 -0.8703017 -0.977998051923077 -0.976772675961538 -0.8496556575 -0.974950363461538 -0.9771595725 0.215731832596154 -0.95617355 -0.166042259123077 0.02816007875 -0.946664943653846 -0.925449629
"SITTING" 4 0.27153827992 -0.9322030066 0.8693030064 -0.9509492546 0.0784500239 -0.9790387658 -0.04944351156 -0.9279722294 -0.09694948424 -0.9688048316 -0.93569482 -0.9144078448 -0.9804904618 -0.9758066902 -0.8894673494 -0.9768457126 -0.9816994482 0.2130199199042 -0.9675836478 -0.394745539548 0.028092110644 -0.9487697524 -0.9288505544
"SITTING" 5 0.273694139545455 -0.926094740227273 0.880731443863636 -0.945008999545455 0.0749577410909091 -0.973436529545455 -0.0422355209795455 -0.940637937045455 -0.0889747665681818 -0.964878512727273 -0.9379783225 -0.920939027727273 -0.973848287045455 -0.970392610454546 -0.9022915301 -0.976024951136364 -0.97602233 0.0757356169022727 -0.955460359318182 -0.187706341013636 0.0586075165227273 -0.944760322045455 -0.934746865454545
"SITTING" 6 0.276778487454545 -0.925797097090909 0.933692934909091 -0.955475832363636 0.0754721635223636 -0.958572952545454 -0.0372442282830909 -0.939681350909091 -0.0936693524363636 -0.958787671272727 -0.949543531272727 -0.931572655636364 -0.962929227818182 -0.950150571818182 -0.925676956 -0.971037479818182 -0.961636555090909 0.0999400617187273 -0.943857393090909 -0.129239217950909 0.128902046152727 -0.929725679272727 -0.929549141636364
"SITTING" 7 0.284674637291667 -0.8565329414375 0.969147824375 -0.868602535416667 0.0668519793125 -0.972256472708333 -0.04963797197125 -0.937021208541667 -0.0938155625083333 -0.980954665416667 -0.918432107083333 -0.881957619770833 -0.981665122291667 -0.976214430208333 -0.904629195833333 -0.982037243958333 -0.974699194375 0.180132581508333 -0.956678065 -0.308762329160625 -0.0112330111875 -0.933081955208333 -0.895804978125
"SITTING" 8 0.267491472934783 -0.939553030217391 0.832453878043478 -0.935475331521739 0.0786713761086957 -0.985285807173913 -0.0547396987173913 -0.959623548478261 -0.0923150250434783 -0.985241405434783 -0.952139704347826 -0.929943615630435 -0.991807428043478 -0.986756670869565 -0.923829969347826 -0.984977270652174 -0.986185349347826 0.227828617 -0.97658989 -0.261139449513043 0.121543001092174 -0.965806789347826 -0.953251156521739
"SITTING" 9 0.24832674354 -0.83200187268 0.9163245106 -0.88585411242 0.077005006374 -0.9618894376 -0.042328876778 -0.9301768338 -0.0930708106 -0.9687388914 -0.8933617176 -0.8637564342 -0.9733641366 -0.9663610734 -0.86761360746 -0.9655962396 -0.9649413418 0.02039798558 -0.9396930078 -0.359739581712 -0.08061344386 -0.9344377378 -0.9064712292
"SITTING" 10 0.270612056481481 -0.967826981666667 0.791887198148148 -0.966898520555556 0.0775372505185185 -0.988255803703704 -0.0432432176851852 -0.960445962037037 -0.0931555026481481 -0.990259813148148 -0.96075719962963 -0.939669591481481 -0.993707487592593 -0.991696196481481 -0.912838063018519 -0.989365013888889 -0.98911086 0.193449216333333 -0.986179215555556 0.0677252285555556 0.221566081296296 -0.974459732592593 -0.962459956111111
"SITTING" 11 0.276590197358491 -0.968370181886792 0.871963798301887 -0.971661610754717 0.0761777324716981 -0.983441609622641 -0.0399984915849057 -0.95284431245283 -0.0948423481320755 -0.981016044716981 -0.961970763773585 -0.944581826415094 -0.989519031132076 -0.986256664716981 -0.920047161698113 -0.980831750377358 -0.984349606792453 0.153320197518868 -0.98263664490566 -0.102473210571698 0.198648837339623 -0.969799951132076 -0.960711241886792
"SITTING" 12 0.275007224901961 -0.939661889019608 0.926228975490196 -0.956208629607843 0.0771277656078431 -0.97911346627451 -0.0424159182941176 -0.951552533137255 -0.0941023489803922 -0.977138953921569 -0.952176621372549 -0.947517100196078 -0.980392337647059 -0.978260535882353 -0.926033975686275 -0.977109887058824 -0.981408871764706 0.138129939916471 -0.963725248823529 -0.1941602972 0.00487835794117647 -0.958511866666667 -0.948460978823529
"SITTING" 13 0.274328499591837 -0.938641215510204 0.92557651244898 -0.930979556938776 0.0752865881142857 -0.987612090204082 -0.0355124856836735 -0.966896414285714 -0.095919848877551 -0.989861382040816 -0.957690563673469 -0.937935738571429 -0.992604304489796 -0.991414934897959 -0.933666502510204 -0.992678212653061 -0.988612100204082 0.264214260326531 -0.982456053877551 -0.106178686469388 0.150538936606122 -0.973258277755102 -0.96426809755102
"SITTING" 14 0.279990577037037 -0.922774835740741 0.939038759814815 -0.938415738148148 0.0741878844074074 -0.976133383518519 -0.0440403326851852 -0.952904383518518 -0.0921614578888889 -0.982819138888889 -0.944197943703704 -0.92549582962963 -0.988317606666667 -0.986963989814815 -0.911591208203704 -0.981566649444444 -0.978180020925926 0.00357106024444444 -0.969806729814815 -0.34128282392963 0.015368050237037 -0.963320540555556 -0.946517963703704
"SITTING" 15 0.27290337979661 -0.949338025084746 0.89036426220339 -0.952973658983051 0.0784792788644068 -0.987011024745763 -0.0377111130338983 -0.963765802881356 -0.0953649067966102 -0.987937202542373 -0.958669836271186 -0.93797790559322 -0.992188893898305 -0.989720049491525 -0.919162700338983 -0.988106102033898 -0.987694113559322 0.240022781071475 -0.979201724745763 -0.154626052352542 0.157506318561017 -0.973762179830509 -0.963378228474576
"SITTING" 16 0.280768574492754 -0.939672247101449 0.942457377971014 -0.945813561478261 0.0734346720289855 -0.983487212898551 -0.0412014042275362 -0.960287831304348 -0.0957204520289855 -0.988364321449275 -0.961879680724638 -0.941051236086957 -0.992444606231884 -0.988261252608696 -0.949829260434783 -0.990964251304348 -0.984362469130435 0.203452532052174 -0.96679600173913 -0.174805735936232 0.240617264101449 -0.954060994347826 -0.938863215072464
"SITTING" 17 0.2773570196875 -0.96572919578125 0.94488374765625 -0.9566106440625 0.075070986171875 -0.990529261875 -0.042549159015625 -0.9797052259375 -0.094247696875 -0.9938412575 -0.97274734640625 -0.96506519109375 -0.996334795 -0.994446755625 -0.959789141875 -0.99454262109375 -0.99081824828125 0.232009757914063 -0.98879397953125 -0.148799346228125 0.126009669051562 -0.98336929234375 -0.97471085296875
"SITTING" 18 0.27727001877193 -0.977572717017544 0.909816469298246 -0.978340183157895 0.076622889 -0.990153121754386 -0.0333057034385965 -0.981525495438596 -0.0954723233684211 -0.992814325087719 -0.983674151754386 -0.981595285964912 -0.994873439824561 -0.994868913508772 -0.974980068596491 -0.991924709824561 -0.990141676315789 0.234747570824561 -0.988702701403509 -0.150376356784211 0.304581057473684 -0.986535242105263 -0.981252632807018
"SITTING" 19 0.273830316164384 -0.951929615068493 0.581371509041096 -0.960394960821918 0.0753747129191781 -0.986704740273973 -0.0214151280054795 -0.96559497630137 -0.100986131452055 -0.98531069 -0.962074065616438 -0.951755657260274 -0.989450316575342 -0.985831284657534 -0.948053070136986 -0.986775590136986 -0.988151915753425 0.091700311709589 -0.968188675753425 -0.39302195830137 -0.0538580142455342 -0.964238768493151 -0.950484417260274
"SITTING" 20 0.278045439090909 -0.929106396818182 0.924454522424242 -0.935854966151515 0.0746568393030303 -0.976522488787879 -0.036405928969697 -0.945771803484848 -0.0959970816060606 -0.979742084090909 -0.952738043030303 -0.937764028181818 -0.983010276060606 -0.97507615 -0.935031700454545 -0.982243603030303 -0.978458923030303 0.136601130674242 -0.964643068787879 -0.314720986151515 0.0408663540363636 -0.953399068181818 -0.943725755909091
"SITTING" 21 0.277539616823529 -0.959567861764706 0.940031368 -0.965426493882353 0.0757109789882353 -0.985823622941176 -0.0198712820612471 -0.976972658588235 -0.101114775129412 -0.987954515294118 -0.974734999411765 -0.971994251294118 -0.990307349882353 -0.990302232705882 -0.96756129 -0.989759187058823 -0.986845672352941 0.244349529764706 -0.979830938 -0.16118334856 0.250062689644706 -0.977839702352941 -0.972027251294118
"SITTING" 22 0.273583822709677 -0.917564853870968 0.839305928709677 -0.927950649854839 0.0807687311935484 -0.978928356290323 -0.0360430675032258 -0.946501417741936 -0.0986493161935484 -0.97954410516129 -0.942167353870968 -0.924336184035484 -0.98547603483871 -0.976503766290323 -0.926995253483871 -0.980944505967742 -0.981272224354839 0.214704630348387 -0.959161754193548 -0.273301879941935 -0.0543672717149677 -0.951952767258065 -0.93356300983871
"SITTING" 23 0.273351251617647 -0.905584390323529 0.936509242941176 -0.923953600294118 0.0770022352205882 -0.975978995 -0.0472583464367647 -0.9597186325 -0.0967422192647059 -0.988130142058824 -0.944080772941176 -0.924963263235294 -0.986514066029412 -0.979226997941177 -0.930781487205882 -0.984550863529412 -0.977936447205882 0.285643525808824 -0.957920288823529 -0.0826203849176471 0.162284907683824 -0.952293277205882 -0.938680776617647
"SITTING" 24 0.273475690147059 -0.957056111470588 0.919637604411765 -0.963406795735294 0.0763318528529412 -0.984662946764706 -0.0356229619955882 -0.971277654117647 -0.0951782658382353 -0.989850160294118 -0.968979156470588 -0.963779683235294 -0.991306424705882 -0.990724530735294 -0.954998005147059 -0.988857403235294 -0.986008449264706 0.187752123742647 -0.981200181176471 -0.281538204205882 0.0943831689514706 -0.977973720735294 -0.969105899117647
"SITTING" 25 0.278541482461538 -0.965139552153846 0.865686078153846 -0.969459982461538 0.0752087009912308 -0.988433153384615 -0.0352052091230769 -0.972637558615385 -0.0954801379692308 -0.991491387846154 -0.970409337076923 -0.960003414461538 -0.99286465 -0.991766403076923 -0.944842993230769 -0.992478846153846 -0.989156105538462 0.176656276830769 -0.983827801076923 -0.300483308276923 0.194658204369231 -0.979350913692308 -0.970321897230769
"SITTING" 26 0.258243530166667 -0.950004414102564 0.782955611794872 -0.944580863846154 0.0764443226333333 -0.99000871051282 -0.0370217449628205 -0.966441338076923 -0.095984817 -0.991929788974359 -0.953079994102564 -0.933602783410256 -0.994466446282051 -0.994033207051282 -0.937783538974359 -0.992025427435897 -0.990693114358974 0.17657695075641 -0.981740793333333 -0.38419769075641 0.0890797482948718 -0.97646387 -0.963650652307692
"SITTING" 27 0.273941302571429 -0.965858735142857 0.839464714 -0.967268066 0.0779038963571429 -0.988904001571429 -0.0371830822285714 -0.975713310142857 -0.0951635808 -0.991766787571429 -0.979481668857143 -0.969526674714286 -0.994034710714286 -0.992112829571429 -0.971266062714286 -0.990839607428571 -0.989282516857143 0.194318820804286 -0.984141119142857 -0.159439066752857 0.207855626508571 -0.979482820857143 -0.970528266285714
"SITTING" 28 0.276977629444444 -0.936667245694444 0.907331309166667 -0.956087679583333 0.0768671621527778 -0.976327426666667 -0.0339018030166667 -0.9566328025 -0.0953935055833333 -0.971001691388889 -0.955789708611111 -0.947782703333333 -0.981213159305556 -0.978441918333333 -0.939885478333333 -0.976891804583333 -0.978327769444444 0.147680902402778 -0.963117633611111 -0.320939754194444 0.0291999772481944 -0.960297525 -0.953534292638889
"SITTING" 29 0.2771799775 -0.968063878166667 0.891563755166667 -0.966032045333333 0.0745438102516667 -0.990168733 -0.0379271112333333 -0.971227991666667 -0.0953636995833333 -0.9928337675 -0.978017021833333 -0.9692903165 -0.995392308166667 -0.994905344 -0.961693949333333 -0.993445760166667 -0.990445861666667 0.277955332916667 -0.990329245333333 -0.173147233958333 0.250970927783333 -0.980269425833333 -0.971011373
"SITTING" 30 0.268336081379032 -0.950654041290323 0.825473836935484 -0.956635663064516 0.0760057731790323 -0.988164381290323 -0.0358426482048387 -0.955053200806452 -0.095270767516129 -0.988124495645161 -0.957487221451613 -0.942901466612903 -0.993737388225806 -0.991280225 -0.933992577903226 -0.988775436451613 -0.988971211935484 0.136689127145161 -0.982005883387097 -0.312781565 0.0705937003967742 -0.973876282903226 -0.959513937258065
"STANDING" 1 0.278917629056604 -0.979775876981132 0.942952000377358 -0.976324063584906 0.0753766542264151 -0.992251177358491 -0.0239877347979245 -0.980645626981132 -0.0996092129056604 -0.992108467169811 -0.984278207358491 -0.981942928867925 -0.994966790566038 -0.994733238679245 -0.972293102075472 -0.994630797358491 -0.992349818113208 0.314182940150943 -0.988984455849057 -0.0447191978169811 0.284555290773585 -0.984617623396226 -0.978466072075472
"STANDING" 2 0.277911472222222 -0.949741851296296 0.896928566851852 -0.945927078703704 0.0747588597592593 -0.982841446481482 -0.0238623875712963 -0.964856701851852 -0.105562157888889 -0.973610118333333 -0.965875181296296 -0.957874965 -0.983951904259259 -0.977204427777778 -0.957908842222222 -0.980973241666667 -0.984599905185185 0.331449281481482 -0.972576152962963 -0.171160370096296 0.119649963903704 -0.961775904814815 -0.956788725740741
